id,social_network_account_id,social_network_account_followers,code_iso,comments,like,love,haha,wow,angry,sad,shares,post_impressions,post_impressions_unique,post_consumptions,total_video_views,total
16,38614,1965664,PE,112,2091,214,3,15,1,2,44,142030,102116,13890,22145,38517
19,28990,176909,PE,27,235,49,30,4,0,0,1,15339,11671,8478,16957,25781
20,29189,2032491,PE,45,2105,169,23,8,4,1,19,244228,162386,15377,29864,47615
1,35837,1468492,MX,7,240,25,1,0,0,0,136,110803,64660,2846,26392,29632
5,30603,451471,GT,122,5215,216,11,42,1,0,71,0,0,0,0,5678
37,28613,111700,CO,18,956,69,2,0,0,0,6,36827,24675,966,0,2017
7,35875,1466535,CO,38,545,68,109,4,1,0,51,298404,195727,27677,66533,95026
36,30275,229998,MX,6,128,15,1,0,0,0,3,30341,24667,357,3843,4353
24,25783,25658,CO,0,2,0,0,0,0,0,2,69562,50511,274,0,278
15,29387,900687,PE,45,1158,62,53,5,1,0,15,83940,63734,4721,0,6060
21,29406,2177,CO,1,5,1,0,0,0,0,1,3663,2847,91,0,99
22,26843,16749,CO,0,3,0,0,0,0,0,0,1363,884,17,0,20
8,28631,215056,CO,8,444,52,24,1,0,0,9,113035,87718,5591,15187,21316
18,31083,1466515,PE,72,3131,308,12,25,2,1,47,344038,213129,28468,49392,81458
27,34125,12071,CO,1,14,0,0,0,0,0,3,9095,2373,56,0,74
25,23558,24017,CO,0,9,2,0,0,0,0,3,62808,40247,279,0,293
30,30664,87,CO,0,1,0,0,0,0,0,0,20,13,1,0,2
31,38790,31023,CO,33,217,31,3,9,0,0,167,79137,44262,6412,0,6872
33,36332,191970,MX,0,6,0,0,0,0,0,0,1606,1043,23,0,29
26,23270,11622,CO,0,20,0,0,0,0,0,4,52472,37451,384,0,408
9,23526,17550,CO,4,9,4,0,0,0,0,1,36499,9256,350,0,368
14,29546,14665,PE,2,66,9,0,0,0,1,2,11902,5109,770,1282,2132
23,29333,58385,CO,0,15,1,0,0,0,0,7,78902,58011,380,0,403
38,29492,135018,PE,25,224,14,3,10,0,0,33,45603,28274,2367,0,2676
39,36330,14728,PE,1,29,0,0,0,0,0,6,13891,8033,411,0,447
40,28248,30675,PE,3,102,4,0,0,0,0,3,27004,16378,1079,0,1191
41,28464,107963,PE,69,845,279,47,2,0,2,50,40872,25396,4234,9585,5528
42,28208,18245,PE,6,126,28,0,0,0,0,0,9773,3684,178,0,338
43,29221,59057,PE,9,257,33,12,1,0,0,7,21713,15541,1244,0,1563
44,34460,9571,PE,0,4,0,0,0,0,0,3,9800,2867,34,0,41
45,23409,52302,CO,0,6,0,0,0,0,0,1,1493,1076,7,0,14
13,42577,9782,MX,6,72,6,2,1,0,0,3,44317,19888,242,753,332
32,30986,19009,MX,0,15,5,0,0,0,0,1,1986,1184,12,0,33
34,23526,17550,CO,0,10,1,0,0,0,0,0,13977,3690,25,0,36
46,28856,24105,CO,0,6,1,0,0,0,0,0,832,539,4,0,11
10,42988,3592,MX,0,8,0,0,0,0,0,1,1981,948,174,324,183
6,31990,914714,MX,188,2793,1155,8,121,0,1,0,0,0,0,35650,4266
2,37298,206739,MX,7,21,4,0,0,0,0,12,12365,9608,128,1890,2062
4,24804,15679,CO,2,38,5,0,0,0,0,1,9138,3072,103,0,149
65,23558,24017,CO,0,11,1,0,0,0,0,0,31842,10189,95,403,510
69,33783,386447,CO,167,1769,209,87,22,2,4,19,168143,117748,4382,0,6661
66,27298,3199,CO,0,10,1,0,0,0,0,0,2596,988,60,130,201
89,29109,401413,PE,1,169,19,1,0,0,0,15,43532,28867,387,0,592
54,24251,180842,MX,16,1697,144,28,2,1,0,3,49867,35677,2320,0,4211
55,34825,338326,MX,4,14,0,0,0,0,0,0,1253,865,0,0,18
57,30664,87,CO,0,0,0,0,1,0,0,0,263,66,11,0,12
60,30664,87,CO,3,6,3,0,3,0,0,0,225,163,4,0,19
67,29991,7033,CO,0,14,3,0,0,0,0,0,14661,3948,69,174,260
73,34003,4280,CO,0,20,2,0,0,0,0,0,891,535,16,0,38
47,37790,42224,CO,18,412,78,0,3,0,0,53,38133,15388,909,0,1473
72,34003,4280,CO,3,36,6,0,0,0,0,0,6036,1505,95,0,140
88,30275,229998,MX,9,225,48,1,3,0,0,2,10755,7628,1436,3039,4763
75,34003,4280,CO,0,42,3,0,0,0,0,1,6102,1460,68,0,114
77,34003,4280,CO,3,44,6,0,0,0,0,0,5275,1349,83,0,136
62,30885,32169,CO,35,280,174,5,0,1,0,8,0,0,0,268,503
68,25783,25658,CO,0,92,9,0,0,0,0,0,3750,2693,123,0,224
70,24219,2854,CO,0,0,0,0,0,0,0,0,0,0,0,0,0
74,34003,4280,CO,0,50,6,0,0,0,0,1,3713,2294,102,0,159
48,38289,29605,CO,0,12,0,0,0,0,0,1,2144,1396,37,0,50
71,41363,527447,CO,16,103,12,9,2,0,0,1,24865,17514,1440,0,1583
53,36332,191970,MX,16,163,18,16,2,0,1,1,14196,10324,863,0,1080
90,34950,121893,PE,4,70,9,0,0,1,0,8,6192,3720,68,0,160
76,34003,4280,CO,3,41,7,0,0,0,0,1,5662,1543,117,0,169
61,22761,996055,CO,80,2632,128,4,15,0,0,280,443858,326671,6886,0,10025
78,22424,10808,CO,2,70,3,0,0,0,0,1,16324,5193,117,0,193
79,33183,7650,CO,2,55,5,0,0,0,0,1,11661,3423,77,0,140
80,23270,11622,CO,0,5,0,0,0,0,0,0,571,334,8,0,13
81,28248,30675,PE,10,34,0,0,0,0,0,0,3299,2135,181,0,225
82,30719,456786,PE,155,2179,470,357,5,5,4,70,175985,104881,11099,0,14344
83,28985,239389,PE,9,241,21,5,1,1,0,0,20681,13025,569,0,847
84,39414,242665,PE,3,77,4,3,0,0,0,2,13691,9086,187,0,276
85,29221,59057,PE,12,82,6,13,0,0,1,0,12183,7730,658,0,772
86,39613,137593,PE,5,73,6,0,1,0,0,9,10648,7556,279,2284,373
87,30709,65895,PE,9,41,6,0,0,0,0,17,60624,49603,1479,9417,1552
63,33783,386447,CO,18,238,37,52,2,0,0,4,64173,47072,3652,9843,13846
49,33158,2017,BR,4,4,0,0,1,1,0,0,8327,1545,41,0,51
106,39416,18442043,MX,33,870,59,37,13,4,0,0,553914,383844,11991,0,13007
108,24804,15679,CO,0,32,6,0,0,0,0,3,5145,2360,226,296,267
131,24804,15679,CO,0,66,1,0,0,0,0,0,1475,795,13,0,80
130,24804,15679,CO,0,50,1,0,0,0,0,3,8325,2460,49,0,103
109,25400,460955,CO,10,533,26,0,2,0,0,2,0,0,0,0,573
103,29595,7338,MX,0,1,0,0,0,0,0,0,5111,1758,43,0,44
135,39973,47655,CO,6,149,5,0,0,0,0,31,14817,9846,921,0,1112
110,24804,15679,CO,21,75,13,0,3,0,0,14,28299,16694,991,0,1117
92,28285,1009218,PE,0,108,5,0,0,0,0,9,46777,30376,210,0,332
111,24746,52476,CO,5,49,0,0,0,0,0,3,1036,0,0,0,57
134,40107,22438,CO,21,115,14,1,1,0,0,30,18883,10546,1045,0,1227
119,30769,486520,PE,5,171,16,1,0,0,3,0,19704,13959,554,0,750
132,24804,15679,CO,0,42,2,0,0,0,0,2,12795,3538,34,0,80
123,37858,6,PE,0,0,0,0,0,0,0,0,2,1,0,0,0
124,37858,6,PE,0,0,0,0,0,0,0,0,3,2,0,0,0
125,37858,6,PE,0,0,0,0,0,0,0,0,2,1,0,0,0
107,25003,208682,CO,77,2127,162,2,15,0,0,56,0,0,0,0,2439
126,34094,4436,CO,2,13,3,1,0,0,0,1,4037,2859,108,0,128
127,28631,215056,CO,5,399,48,12,0,0,0,4,35686,24121,1754,0,2222
128,28077,101324,CO,5,378,105,8,4,0,0,2,36216,24151,2373,0,2875
129,35873,1266805,CO,7,305,28,58,0,0,0,1,50239,0,0,0,399
133,33158,2017,BR,4,4,0,0,1,1,0,0,8327,1545,41,0,51
102,39088,23067,MX,0,12,1,0,0,0,0,0,673,490,91,0,104
539,48719,61,CO,0,0,0,0,0,0,0,0,18,10,0,0,0
114,37851,26658,PE,2,57,2,0,0,0,0,0,1498,963,55,0,116
112,34329,154937,PE,0,139,0,0,0,0,9,0,9646,7261,381,0,529
117,40026,3235921,PE,64,1517,368,2,4,0,119,0,343300,243678,9847,0,11921
91,28743,147883,PE,0,31,8,0,0,0,0,10,30700,19507,248,0,297
95,36332,191970,MX,15,121,14,12,1,0,0,1,9386,6682,448,0,612
17,28208,18245,PE,4,57,15,0,2,0,0,2,14019,6014,599,1162,1841
105,40139,2008275,MX,0,32,0,0,0,0,0,0,0,0,0,0,32
121,41652,229388,PE,13,164,14,0,1,0,1,0,12656,7932,353,0,546
97,30275,229998,MX,4,310,38,0,0,0,0,1,20062,15745,245,0,598
116,39726,458592,PE,0,83,10,0,0,0,0,0,18121,12499,415,0,508
113,29257,595742,PE,9,428,66,0,1,0,22,0,71532,50725,2185,0,2711
143,43107,976284,MX,21,1049,128,226,4,5,1,0,192309,129220,22254,0,23688
94,28738,343053,MX,16,386,86,0,2,0,2,0,25239,17067,1672,0,2164
122,41896,144594,PE,3,73,7,0,0,0,3,0,7147,5049,293,0,379
99,29570,607546,MX,9,105,7,0,1,0,0,9,54969,39389,3870,0,4001
115,28285,1009218,PE,1,183,18,0,0,0,20,0,59266,40420,970,0,1192
120,28850,91573,PE,7,84,12,0,0,0,11,0,5339,3549,263,0,377
137,39973,47655,CO,4,52,2,0,2,0,0,2,4382,2993,140,0,202
136,40107,22438,CO,4,32,7,1,0,0,0,2,9861,4299,314,1035,1395
165,39088,23067,MX,0,3,0,0,0,0,0,0,343,219,18,0,21
150,38875,22182,CO,0,7,0,1,0,0,0,0,1267,910,66,0,74
157,35881,25931,MX,0,5,0,0,1,0,0,0,1587,917,29,0,35
142,24687,7618,CO,0,3,0,0,4,0,0,0,16345,4569,17,0,24
147,30275,229998,MX,2,53,10,3,0,1,0,0,18391,13464,1480,0,1549
158,25284,47827,MX,1,25,1,0,0,0,0,0,762,471,10,0,37
161,31992,18875,MX,0,11,0,0,0,0,0,2,4644,1995,43,0,56
163,39088,23067,MX,0,6,0,0,0,0,0,9,1340,823,46,0,61
104,39088,23067,MX,1,40,2,0,0,0,0,1,1996,1428,125,0,169
140,24804,15679,CO,0,6,0,0,1,0,1,2,9782,4075,34,0,44
170,39088,23067,MX,1,2,0,0,0,0,0,1,710,461,28,0,32
152,31066,8176,MX,0,12,0,0,0,0,0,1,1658,1442,3,0,16
144,36332,191970,MX,3,40,3,7,0,0,1,0,19815,14039,2443,0,2497
154,27017,29200,MX,0,5,0,0,0,0,0,0,873,547,9,0,14
173,33950,162481,MX,19,159,12,0,0,0,1,9,10529,6861,346,0,546
164,30275,229998,MX,3,50,3,1,0,0,0,1,7489,6169,101,0,159
176,33252,2091353,MX,9,661,18,7,0,1,0,4,56594,40009,1376,0,2076
545,48719,61,CO,0,0,0,0,0,0,0,0,4,2,0,0,0
177,30275,229998,MX,0,53,6,0,0,0,0,0,5802,4704,86,0,145
167,33950,162481,MX,13,80,17,0,0,0,0,5,7317,4478,211,0,326
178,30275,229998,MX,1,56,1,0,0,0,0,0,4691,3751,95,0,153
166,30275,229998,MX,1,17,2,0,0,0,0,1,3803,3028,75,0,96
174,33950,162481,MX,25,241,13,0,1,0,0,17,18972,12143,996,0,1293
162,31992,18875,MX,2,13,0,0,0,0,0,1,5471,2294,72,0,88
141,24692,8018,CO,1,12,0,0,0,0,0,0,1442,0,0,0,13
195,43366,0,CO,0,0,0,0,0,0,0,0,0,0,0,0,0
200,30637,1,CO,0,0,0,0,0,0,0,0,0,0,0,0,0
185,43366,0,CO,2,1,0,1,0,0,0,0,29,27,7,0,11
186,43366,0,CO,2,3,0,0,0,0,0,0,42,39,11,0,16
153,31066,8176,MX,1,59,3,0,2,0,0,1,5167,3221,125,0,191
